3209,2020-12-16 00:01:32.186133+00,2020-12-16 00:01:32.186147+00,,0,KABUPATEN CIREBON,,,32,
3210,2020-12-16 00:01:32.189982+00,2020-12-16 00:01:32.190018+00,,0,KABUPATEN MAJALENGKA,,,32,
3211,2020-12-16 00:01:32.194123+00,2020-12-16 00:01:32.19416+00,,0,KABUPATEN SUMEDANG,,,32,
3212,2020-12-16 00:01:32.198341+00,2020-12-16 00:01:32.198359+00,,0,KABUPATEN INDRAMAYU,,,32,
3213,2020-12-16 00:01:32.200859+00,2020-12-16 00:01:32.200873+00,,0,KABUPATEN SUBANG,,,32,
3214,2020-12-16 00:01:32.203377+00,2020-12-16 00:01:32.203392+00,,0,KABUPATEN PURWAKARTA,,,32,
3215,2020-12-16 00:01:32.205762+00,2020-12-16 00:01:32.205778+00,,0,KABUPATEN KARAWANG,,,32,
3216,2020-12-16 00:01:32.208276+00,2020-12-16 00:01:32.208291+00,,0,KABUPATEN BEKASI,,,32,
3217,2020-12-16 00:01:32.210576+00,2020-12-16 00:01:32.210589+00,,0,KABUPATEN BANDUNG BARAT,,,32,
3218,2020-12-16 00:01:32.212925+00,2020-12-16 00:01:32.21294+00,,0,KABUPATEN PANGANDARAN,,,32,
3271,2020-12-16 00:01:32.215847+00,2020-12-16 00:01:32.215878+00,,0,KOTA BOGOR,,,32,
3272,2020-12-16 00:01:32.219366+00,2020-12-16 00:01:32.219406+00,,0,KOTA SUKABUMI,,,32,
3273,2020-12-16 00:01:32.223337+00,2020-12-16 00:01:32.223373+00,,0,KOTA BANDUNG,,,32,
3274,2020-12-16 00:01:32.226748+00,2020-12-16 00:01:32.226782+00,,0,KOTA CIREBON,,,32,
3275,2020-12-16 00:01:32.230012+00,2020-12-16 00:01:32.230024+00,,0,KOTA BEKASI,,,32,
3276,2020-12-16 00:01:32.232483+00,2020-12-16 00:01:32.232496+00,,0,KOTA DEPOK,,,32,
3277,2020-12-16 00:01:32.23547+00,2020-12-16 00:01:32.235483+00,,0,KOTA CIMAHI,,,32,
3278,2020-12-16 00:01:32.238101+00,2020-12-16 00:01:32.238114+00,,0,KOTA TASIKMALAYA,,,32,
3279,2020-12-16 00:01:32.240813+00,2020-12-16 00:01:32.240835+00,,0,KOTA BANJAR,,,32,
3301,2020-12-16 00:01:32.243593+00,2020-12-16 00:01:32.243615+00,,0,KABUPATEN CILACAP,,,33,
3302,2020-12-16 00:01:32.245933+00,2020-12-16 00:01:32.245953+00,,0,KABUPATEN BANYUMAS,,,33,
3303,2020-12-16 00:01:32.248284+00,2020-12-16 00:01:32.248304+00,,0,KABUPATEN PURBALINGGA,,,33,
3304,2020-12-16 00:01:32.250541+00,2020-12-16 00:01:32.250552+00,,0,KABUPATEN BANJARNEGARA,,,33,
3305,2020-12-16 00:01:32.252258+00,2020-12-16 00:01:32.252269+00,,0,KABUPATEN KEBUMEN,,,33,
3306,2020-12-16 00:01:32.254321+00,2020-12-16 00:01:32.254334+00,,0,KABUPATEN PURWOREJO,,,33,
3307,2020-12-16 00:01:32.25639+00,2020-12-16 00:01:32.256404+00,,0,KABUPATEN WONOSOBO,,,33,
